GC100m;Year;Total population in cell
3630950N4477750E;2011;28
3630950N4477850E;2011;45
3630950N4477950E;2011;53
3630950N4479350E;2011;45
3630950N4479950E;2011;5-10
3630950N4480050E;2011;32
3630950N4480150E;2011;66
3630950N4480250E;2011;60
3630950N4480350E;2011;30
3630950N4480450E;2011;24
3630950N4480550E;2011;26
3630950N4480650E;2011;40
3630950N4480750E;2011;27
3630950N4481650E;2011;1-5
3630950N4481750E;2011;28
3630950N4481850E;2011;15-20
3630950N4481950E;2011;37
3630950N4482050E;2011;30
3630950N4482150E;2011;48
3630950N4482250E;2011;36
3630950N4482350E;2011;141
3630950N4482450E;2011;124
3630950N4482550E;2011;38
3630950N4482750E;2011;23
3630950N4482850E;2011;44
3630950N4482950E;2011;28
3630950N4483050E;2011;22
3630950N4483150E;2011;35
3630950N4483250E;2011;28
3630950N4483350E;2011;10-15
3630950N4483550E;2011;15-20
3630950N4483650E;2011;25
3630950N4483750E;2011;24
3630950N4483850E;2011;15-20
3630950N4483950E;2011;29
3630950N4484050E;2011;5-10
3631050N4473150E;2011;5-10
3631050N4473250E;2011;10-15
3631050N4473350E;2011;25
3631050N4473450E;2011;15-20
3631050N4473550E;2011;21
3631050N4473650E;2011;15-20
3631050N4474150E;2011;378
3631050N4474650E;2011;144
3631050N4474850E;2011;51
3631050N4474950E;2011;23
3631050N4475050E;2011;93
3631050N4475150E;2011;234
3631050N4475250E;2011;27
3631050N4475350E;2011;10-15
3631050N4475750E;2011;15-20
3631050N4475850E;2011;66
3631050N4475950E;2011;32
3631050N4476050E;2011;35
3631050N4476150E;2011;20
3631050N4476250E;2011;29
3631050N4476350E;2011;34
3631050N4476450E;2011;33
3631050N4476550E;2011;73
3631050N4476650E;2011;91
3631050N4476750E;2011;73
3631050N4476850E;2011;87
3631050N4476950E;2011;67
3631050N4477050E;2011;84
3631050N4477150E;2011;28
3631050N4477250E;2011;65
3631050N4477350E;2011;43
3631050N4477450E;2011;35
3631050N4477550E;2011;60
3631050N4477650E;2011;51
3631050N4477750E;2011;31
3631050N4477850E;2011;32
3631050N4477950E;2011;32
3631050N4478050E;2011;5-10
3631050N4479350E;2011;5-10
3631050N4479850E;2011;5-10
3631050N4479950E;2011;22
3631050N4480050E;2011;25
3631050N4480150E;2011;43
3631050N4480250E;2011;65
3631050N4480350E;2011;24
3631050N4480450E;2011;15-20
3631050N4480550E;2011;15-20
3631050N4480650E;2011;26
3631050N4480750E;2011;15-20
3631050N4481750E;2011;10-15
3631050N4481850E;2011;63
3631050N4481950E;2011;59
3631050N4482050E;2011;15-20
3631050N4482150E;2011;38
3631050N4482250E;2011;27
3631050N4482350E;2011;57
3631050N4482450E;2011;109
3631050N4482550E;2011;71
3631050N4482650E;2011;10-15
3631050N4482750E;2011;78
3631050N4482850E;2011;28
3631050N4482950E;2011;22
3631050N4483050E;2011;35
3631050N4483150E;2011;32
3631050N4483250E;2011;26
3631050N4483350E;2011;50
3631050N4483450E;2011;51
3631050N4483550E;2011;40
3631050N4483650E;2011;34
3631050N4483750E;2011;45
3631050N4483850E;2011;10-15
3631050N4483950E;2011;1-5
3631050N4484050E;2011;22
3631150N4473350E;2011;5-10
3631150N4473450E;2011;29
3631150N4473550E;2011;15-20
3631150N4473650E;2011;10-15
3631150N4474050E;2011;180
3631150N4474150E;2011;62
3631150N4474450E;2011;22
3631150N4474550E;2011;1-5
3631150N4474650E;2011;21
3631150N4474850E;2011;47
3631150N4474950E;2011;131
3631150N4475050E;2011;5-10
3631150N4475150E;2011;66
3631150N4475250E;2011;139
3631150N4475350E;2011;104
3631150N4475450E;2011;5-10
3631150N4475550E;2011;10-15
3631150N4475650E;2011;46
3631150N4475750E;2011;47
3631150N4475850E;2011;68
3631150N4475950E;2011;37
3631150N4476050E;2011;37
3631150N4476150E;2011;20
3631150N4476250E;2011;26
3631150N4476350E;2011;52
3631150N4476450E;2011;62
3631150N4476550E;2011;10-15
3631150N4476650E;2011;15-20
3631150N4476750E;2011;43
3631150N4476850E;2011;31
3631150N4476950E;2011;36
3631150N4477050E;2011;39
3631150N4477150E;2011;46
3631150N4477250E;2011;30
3631150N4477350E;2011;29
3631150N4477450E;2011;20
3631150N4477550E;2011;23
3631150N4477650E;2011;73
3631150N4477750E;2011;61
3631150N4477850E;2011;10-15
3631150N4477950E;2011;64
3631150N4478050E;2011;15-20
3631150N4479150E;2011;10-15
3631150N4479250E;2011;37
3631150N4479350E;2011;58
3631150N4479750E;2011;20
3631150N4479850E;2011;29
3631150N4479950E;2011;60
3631150N4480050E;2011;36
3631150N4480150E;2011;53
3631150N4480250E;2011;52
3631150N4480350E;2011;10-15
3631150N4480450E;2011;5-10
3631150N4480550E;2011;15-20
3631150N4480650E;2011;20
3631150N4480750E;2011;24
3631150N4480850E;2011;1-5
3631150N4481350E;2011;1-5
3631150N4481450E;2011;1-5
3631150N4481550E;2011;15-20
3631150N4481650E;2011;15-20
3631150N4481750E;2011;32
3631150N4481850E;2011;35
3631150N4481950E;2011;79
3631150N4482050E;2011;60
3631150N4482150E;2011;101
3631150N4482250E;2011;76
3631150N4482350E;2011;94
3631150N4482450E;2011;83
3631150N4482650E;2011;15-20
3631150N4482750E;2011;132
3631150N4482850E;2011;50
3631150N4482950E;2011;44
3631150N4483050E;2011;15-20
3631150N4483150E;2011;35
3631150N4483250E;2011;27
3631150N4483350E;2011;38
3631150N4483450E;2011;94
3631150N4483550E;2011;44
3631150N4483650E;2011;36
3631150N4483750E;2011;20
3631150N4483850E;2011;75
3631150N4483950E;2011;41
3631150N4484050E;2011;54
3631150N4484150E;2011;5-10
3631250N4473350E;2011;1-5
3631250N4473450E;2011;25
3631250N4473550E;2011;23
3631250N4473650E;2011;10-15
3631250N4473850E;2011;1-5
3631250N4474350E;2011;102
3631250N4474450E;2011;5-10
3631250N4474550E;2011;5-10
3631250N4474650E;2011;49
3631250N4474750E;2011;71
3631250N4474850E;2011;57
3631250N4474950E;2011;15-20
3631250N4475050E;2011;48
3631250N4475150E;2011;56
3631250N4475250E;2011;108
3631250N4475350E;2011;108
3631250N4475450E;2011;42
3631250N4475550E;2011;90
3631250N4475650E;2011;49
3631250N4475750E;2011;57
3631250N4475850E;2011;46
3631250N4475950E;2011;41
3631250N4476050E;2011;32
3631250N4476150E;2011;46
3631250N4476250E;2011;54
3631250N4476350E;2011;22
3631250N4476450E;2011;36
3631250N4476550E;2011;21
3631250N4476650E;2011;15-20
3631250N4476750E;2011;37
3631250N4476850E;2011;51
3631250N4476950E;2011;36
3631250N4477050E;2011;33
3631250N4477150E;2011;20
3631250N4477250E;2011;24
3631250N4477350E;2011;25
3631250N4477450E;2011;1-5
3631250N4477550E;2011;29
3631250N4477650E;2011;122
3631250N4477750E;2011;55
3631250N4477850E;2011;51
3631250N4477950E;2011;30
3631250N4478050E;2011;1-5
3631250N4478250E;2011;24
3631250N4478350E;2011;15-20
3631250N4479050E;2011;5-10
3631250N4479250E;2011;76
3631250N4479350E;2011;110
3631250N4479550E;2011;20
3631250N4479650E;2011;87
3631250N4479750E;2011;66
3631250N4479850E;2011;101
3631250N4479950E;2011;31
3631250N4480050E;2011;44
3631250N4480150E;2011;21
3631250N4480250E;2011;37
3631250N4480350E;2011;26
3631250N4480450E;2011;26
3631250N4480550E;2011;25
3631250N4480650E;2011;20
3631250N4480750E;2011;10-15
3631250N4481350E;2011;10-15
3631250N4481450E;2011;34
3631250N4481550E;2011;29
3631250N4481650E;2011;29
3631250N4481750E;2011;28
3631250N4481850E;2011;29
3631250N4481950E;2011;33
3631250N4482050E;2011;50
3631250N4482150E;2011;78
3631250N4482250E;2011;80
3631250N4482350E;2011;75
3631250N4482450E;2011;35
3631250N4482550E;2011;1-5
3631250N4482650E;2011;10-15
3631250N4482750E;2011;1-5
3631250N4482850E;2011;40
3631250N4482950E;2011;43
3631250N4483050E;2011;45
3631250N4483150E;2011;46
3631250N4483250E;2011;44
3631250N4483350E;2011;27
3631250N4483450E;2011;30
3631250N4483550E;2011;25
3631250N4483650E;2011;36
3631250N4483750E;2011;15-20
3631250N4483850E;2011;55
3631250N4483950E;2011;57
3631250N4484050E;2011;25
3631250N4484150E;2011;40
3631350N4473550E;2011;10-15
3631350N4473650E;2011;26
3631350N4473750E;2011;5-10
3631350N4474250E;2011;1-5
3631350N4474350E;2011;29
3631350N4474450E;2011;25
3631350N4474550E;2011;22
3631350N4474650E;2011;29
3631350N4474750E;2011;1-5
3631350N4474850E;2011;15-20
3631350N4474950E;2011;27
3631350N4475050E;2011;43
3631350N4475150E;2011;79
3631350N4475250E;2011;115
3631350N4475350E;2011;122
3631350N4475450E;2011;38
3631350N4475550E;2011;48
3631350N4475650E;2011;38
3631350N4475750E;2011;29
3631350N4475850E;2011;25
3631350N4475950E;2011;15-20
3631350N4476050E;2011;26
3631350N4476150E;2011;27
3631350N4476250E;2011;37
3631350N4476350E;2011;34
3631350N4476450E;2011;44
3631350N4476550E;2011;341
3631350N4476650E;2011;29
3631350N4476750E;2011;38
3631350N4476850E;2011;41
3631350N4476950E;2011;43
3631350N4477050E;2011;20
3631350N4477150E;2011;45
3631350N4477250E;2011;33
3631350N4477350E;2011;33
3631350N4477450E;2011;37
3631350N4477550E;2011;23
3631350N4477650E;2011;49
3631350N4477750E;2011;31
3631350N4477850E;2011;29
3631350N4477950E;2011;37
3631350N4478050E;2011;29
3631350N4478150E;2011;5-10
3631350N4478250E;2011;29
3631350N4478350E;2011;57
3631350N4479050E;2011;15-20
3631350N4479250E;2011;52
3631350N4479450E;2011;32
3631350N4479550E;2011;142
3631350N4479650E;2011;39
3631350N4479750E;2011;74
3631350N4479850E;2011;104
3631350N4479950E;2011;22
3631350N4480050E;2011;41
3631350N4480150E;2011;80
3631350N4480250E;2011;32
3631350N4480350E;2011;31
3631350N4480450E;2011;29
3631350N4480550E;2011;32
3631350N4480650E;2011;27
3631350N4480750E;2011;10-15
3631350N4480850E;2011;5-10
3631350N4481250E;2011;27
3631350N4481350E;2011;15-20
3631350N4481450E;2011;28
3631350N4481550E;2011;26
3631350N4481650E;2011;15-20
3631350N4481750E;2011;41
3631350N4481850E;2011;37
3631350N4481950E;2011;21
3631350N4482050E;2011;5-10
3631350N4482150E;2011;40
3631350N4482250E;2011;35
3631350N4482350E;2011;15-20
3631350N4482450E;2011;74
3631350N4482550E;2011;258
3631350N4482650E;2011;43
3631350N4482750E;2011;75
3631350N4482850E;2011;64
3631350N4482950E;2011;125
3631350N4483050E;2011;159
3631350N4483150E;2011;31
3631350N4483250E;2011;61
3631350N4483350E;2011;112
3631350N4483450E;2011;41
3631350N4483550E;2011;51
3631350N4483650E;2011;33
3631350N4483750E;2011;10-15
3631350N4483850E;2011;28
3631350N4483950E;2011;1-5
3631350N4484050E;2011;42
3631350N4484150E;2011;67
3631450N4473650E;2011;20
3631450N4473750E;2011;15-20
3631450N4473850E;2011;1-5
3631450N4473950E;2011;5-10
3631450N4474050E;2011;1-5
3631450N4474150E;2011;1-5
3631450N4474250E;2011;10-15
3631450N4474350E;2011;29
3631450N4474450E;2011;34
3631450N4474550E;2011;15-20
3631450N4474650E;2011;10-15
3631450N4474750E;2011;5-10
3631450N4474850E;2011;15-20
3631450N4474950E;2011;10-15
3631450N4475050E;2011;46
3631450N4475150E;2011;69
3631450N4475250E;2011;59
3631450N4475350E;2011;30
3631450N4475450E;2011;28
3631450N4475550E;2011;21
3631450N4475650E;2011;21
3631450N4475750E;2011;28
3631450N4475850E;2011;29
3631450N4475950E;2011;24
3631450N4476050E;2011;29
3631450N4476150E;2011;34
3631450N4476250E;2011;25
3631450N4476350E;2011;27
3631450N4476450E;2011;52
3631450N4476650E;2011;25
3631450N4476750E;2011;51
3631450N4476850E;2011;74
3631450N4476950E;2011;84
3631450N4477050E;2011;29
3631450N4477150E;2011;29
3631450N4477250E;2011;28
3631450N4477350E;2011;30
3631450N4477450E;2011;27
3631450N4477550E;2011;36
3631450N4477650E;2011;26
3631450N4477750E;2011;35
3631450N4477850E;2011;29
3631450N4477950E;2011;33
3631450N4478050E;2011;34
3631450N4478150E;2011;37
3631450N4478250E;2011;45
3631450N4478350E;2011;39
3631450N4478450E;2011;38
3631450N4478550E;2011;90
3631450N4478650E;2011;22
3631450N4478950E;2011;5-10
3631450N4479050E;2011;15-20
3631450N4479350E;2011;68
3631450N4479450E;2011;130
3631450N4479550E;2011;38
3631450N4479650E;2011;116
3631450N4479750E;2011;97
3631450N4479850E;2011;107
3631450N4479950E;2011;36
3631450N4480150E;2011;36
3631450N4480250E;2011;15-20
3631450N4480450E;2011;5-10
3631450N4480750E;2011;1-5
3631450N4480850E;2011;32
3631450N4480950E;2011;23
3631450N4481050E;2011;15-20
3631450N4481150E;2011;42
3631450N4481250E;2011;23
3631450N4481350E;2011;25
3631450N4481450E;2011;31
3631450N4481550E;2011;38
3631450N4481650E;2011;29
3631450N4481750E;2011;5-10
3631450N4481850E;2011;15-20
3631450N4481950E;2011;10-15
3631450N4482050E;2011;24
3631450N4482150E;2011;37
3631450N4482250E;2011;44
3631450N4482350E;2011;36
3631450N4482450E;2011;28
3631450N4482550E;2011;48
3631450N4482650E;2011;157
3631450N4482750E;2011;106
3631450N4482850E;2011;59
3631450N4482950E;2011;40
3631450N4483050E;2011;51
3631450N4483150E;2011;63
3631450N4483250E;2011;124
3631450N4483350E;2011;168
3631450N4483450E;2011;75
3631450N4483550E;2011;30
3631450N4483650E;2011;31
3631450N4483950E;2011;10-15
3631450N4484050E;2011;24
3631450N4484150E;2011;47
3631550N4473650E;2011;1-5
3631550N4473950E;2011;10-15
3631550N4474050E;2011;15-20
3631550N4474150E;2011;15-20
3631550N4474250E;2011;30
3631550N4474350E;2011;5-10
3631550N4474450E;2011;10-15
3631550N4474550E;2011;21
3631550N4474650E;2011;15-20
3631550N4474750E;2011;27
3631550N4474850E;2011;10-15
3631550N4474950E;2011;1-5
3631550N4475050E;2011;33
3631550N4475150E;2011;44
3631550N4475250E;2011;32
3631550N4475350E;2011;5-10
3631550N4475450E;2011;15-20
3631550N4475550E;2011;10-15
3631550N4475650E;2011;33
3631550N4475750E;2011;29
3631550N4475850E;2011;29
3631550N4475950E;2011;29
3631550N4476050E;2011;21
3631550N4476150E;2011;28
3631550N4476250E;2011;26
3631550N4476350E;2011;21
3631550N4476450E;2011;30
3631550N4476550E;2011;10-15
3631550N4476650E;2011;22
3631550N4476750E;2011;23
3631550N4476850E;2011;76
3631550N4476950E;2011;69
3631550N4477050E;2011;45
3631550N4477150E;2011;31
3631550N4477250E;2011;65
3631550N4477350E;2011;31
3631550N4477450E;2011;21
3631550N4477550E;2011;33
3631550N4477650E;2011;43
3631550N4477750E;2011;40
3631550N4477850E;2011;30
3631550N4477950E;2011;30
3631550N4478050E;2011;78
3631550N4478150E;2011;42
3631550N4478250E;2011;48
3631550N4478350E;2011;89
3631550N4478450E;2011;115
3631550N4478550E;2011;110
3631550N4478650E;2011;194
3631550N4478750E;2011;61
3631550N4478850E;2011;24
3631550N4478950E;2011;21
3631550N4479050E;2011;22
3631550N4479150E;2011;1-5
3631550N4479350E;2011;79
3631550N4479450E;2011;91
3631550N4479550E;2011;30
3631550N4479650E;2011;33
3631550N4479750E;2011;23
3631550N4479850E;2011;32
3631550N4479950E;2011;29
3631550N4480050E;2011;5-10
3631550N4480150E;2011;15-20
3631550N4480250E;2011;1-5
3631550N4480350E;2011;5-10
3631550N4480850E;2011;29
3631550N4480950E;2011;29
3631550N4481050E;2011;29
3631550N4481150E;2011;27
3631550N4481250E;2011;22
3631550N4481350E;2011;38
3631550N4481450E;2011;15-20
3631550N4481550E;2011;27
3631550N4481650E;2011;22
3631550N4481750E;2011;24
3631550N4481850E;2011;34
3631550N4481950E;2011;1-5
3631550N4482050E;2011;15-20
3631550N4482150E;2011;100
3631550N4482350E;2011;10-15
3631550N4482450E;2011;33
3631550N4482550E;2011;15-20
3631550N4482650E;2011;80
3631550N4482750E;2011;196
3631550N4482850E;2011;108
3631550N4482950E;2011;41
3631550N4483050E;2011;44
3631550N4483150E;2011;5-10
3631550N4483250E;2011;123
3631550N4483350E;2011;97
3631550N4483450E;2011;43
3631550N4483550E;2011;35
3631550N4483650E;2011;33
3631550N4483750E;2011;31
3631550N4483850E;2011;32
3631550N4483950E;2011;15-20
3631550N4484050E;2011;44
3631550N4484150E;2011;51
3631650N4473850E;2011;5-10
3631650N4473950E;2011;15-20
3631650N4474050E;2011;5-10
3631650N4474150E;2011;10-15
3631650N4474250E;2011;15-20
3631650N4474350E;2011;15-20
3631650N4474450E;2011;5-10
3631650N4474550E;2011;15-20
3631650N4474650E;2011;10-15
3631650N4474750E;2011;27
3631650N4474850E;2011;10-15
3631650N4474950E;2011;5-10
3631650N4475050E;2011;10-15
3631650N4475150E;2011;37
3631650N4475650E;2011;1-5
3631650N4475750E;2011;10-15
3631650N4475850E;2011;15-20
3631650N4475950E;2011;1-5
3631650N4476050E;2011;10-15
3631650N4476150E;2011;10-15
3631650N4476250E;2011;10-15
3631650N4476350E;2011;5-10
3631650N4476750E;2011;15-20
3631650N4476850E;2011;23
3631650N4476950E;2011;15-20
3631650N4477050E;2011;33
3631650N4477150E;2011;93
3631650N4477250E;2011;38
3631650N4477350E;2011;46
3631650N4477450E;2011;28
3631650N4477550E;2011;15-20
3631650N4477650E;2011;42
3631650N4477750E;2011;5-10
3631650N4477850E;2011;15-20
3631650N4477950E;2011;15-20
3631650N4478050E;2011;84
3631650N4478150E;2011;59
3631650N4478250E;2011;66
3631650N4478350E;2011;96
3631650N4478450E;2011;154
3631650N4478550E;2011;118
3631650N4478650E;2011;169
3631650N4478750E;2011;52
3631650N4478850E;2011;25
3631650N4478950E;2011;33
3631650N4479050E;2011;34
3631650N4479150E;2011;10-15
3631650N4479250E;2011;58
3631650N4479350E;2011;41
3631650N4479450E;2011;5-10
3631650N4479550E;2011;21
3631650N4479650E;2011;24
3631650N4479750E;2011;29
3631650N4479850E;2011;37
3631650N4479950E;2011;10-15
3631650N4480050E;2011;5-10
3631650N4480250E;2011;1-5
3631650N4480350E;2011;10-15
3631650N4480850E;2011;26
3631650N4480950E;2011;28
3631650N4481050E;2011;31
3631650N4481150E;2011;15-20
3631650N4481250E;2011;15-20
3631650N4481350E;2011;41
3631650N4481450E;2011;50
3631650N4481550E;2011;33
3631650N4481650E;2011;15-20
3631650N4481750E;2011;15-20
3631650N4481850E;2011;5-10
3631650N4481950E;2011;5-10
3631650N4482050E;2011;10-15
3631650N4482150E;2011;10-15
3631650N4482250E;2011;15-20
3631650N4482350E;2011;15-20
3631650N4482450E;2011;44
3631650N4482550E;2011;46
3631650N4482650E;2011;78
3631650N4482750E;2011;41
3631650N4482850E;2011;186
3631650N4482950E;2011;104
3631650N4483050E;2011;73
3631650N4483150E;2011;50
3631650N4483250E;2011;39
3631650N4483350E;2011;192
3631650N4483450E;2011;73
3631650N4483550E;2011;5-10
3631650N4483650E;2011;15-20
3631650N4483750E;2011;26
3631650N4483850E;2011;26
3631650N4483950E;2011;37
3631650N4484050E;2011;56
3631650N4484150E;2011;51
3631750N4473850E;2011;1-5
3631750N4473950E;2011;15-20
3631750N4474050E;2011;10-15
3631750N4474150E;2011;21
3631750N4474250E;2011;26
3631750N4474350E;2011;15-20
3631750N4474450E;2011;22
3631750N4474550E;2011;74
3631750N4474750E;2011;78
3631750N4474850E;2011;25
3631750N4474950E;2011;15-20
3631750N4475050E;2011;25
3631750N4475150E;2011;15-20
3631750N4475250E;2011;1-5
3631750N4476150E;2011;10-15
3631750N4476650E;2011;114
3631750N4476750E;2011;73
3631750N4476850E;2011;21
3631750N4476950E;2011;5-10
3631750N4477050E;2011;10-15
3631750N4477150E;2011;42
3631750N4477250E;2011;10-15
3631750N4477350E;2011;5-10
3631750N4477450E;2011;10-15
3631750N4477650E;2011;37
3631750N4477750E;2011;54
3631750N4477850E;2011;53
3631750N4477950E;2011;93
3631750N4478050E;2011;78
3631750N4478150E;2011;79
3631750N4478250E;2011;36
3631750N4478450E;2011;62
3631750N4478550E;2011;1-5
3631750N4478750E;2011;10-15
3631750N4478850E;2011;32
3631750N4478950E;2011;34
3631750N4479050E;2011;30
3631750N4479150E;2011;10-15
3631750N4479250E;2011;1-5
3631750N4479550E;2011;10-15
3631750N4479650E;2011;10-15
3631750N4479750E;2011;1-5
3631750N4479850E;2011;10-15
3631750N4479950E;2011;5-10
3631750N4480050E;2011;10-15
3631750N4480250E;2011;5-10
3631750N4480350E;2011;26
3631750N4480650E;2011;10-15
3631750N4480750E;2011;27
3631750N4480850E;2011;34
3631750N4480950E;2011;23
3631750N4481050E;2011;34
3631750N4481150E;2011;25
3631750N4481250E;2011;23
3631750N4481350E;2011;21
3631750N4481450E;2011;27
3631750N4481550E;2011;36
3631750N4481650E;2011;21
3631750N4481750E;2011;10-15
3631750N4482150E;2011;1-5
3631750N4482250E;2011;15-20
3631750N4482350E;2011;5-10
3631750N4482450E;2011;24
3631750N4482550E;2011;49
3631750N4482650E;2011;43
3631750N4482750E;2011;51
3631750N4482850E;2011;10-15
3631750N4482950E;2011;148
3631750N4483050E;2011;72
3631750N4483150E;2011;31
3631750N4483250E;2011;33
3631750N4483350E;2011;48
3631750N4483450E;2011;36
3631750N4483650E;2011;1-5
3631750N4483750E;2011;35
3631750N4483850E;2011;24
3631750N4483950E;2011;26
3631750N4484050E;2011;64
3631750N4484150E;2011;62
3631850N4473950E;2011;1-5
3631850N4474050E;2011;37
3631850N4474150E;2011;15-20
3631850N4474250E;2011;27
3631850N4474350E;2011;21
3631850N4474450E;2011;29
3631850N4474550E;2011;5-10
3631850N4474650E;2011;1-5
3631850N4474750E;2011;29
3631850N4474850E;2011;29
3631850N4474950E;2011;23
3631850N4475050E;2011;15-20
3631850N4475150E;2011;20
3631850N4475250E;2011;23
3631850N4475350E;2011;1-5
3631850N4476550E;2011;40
3631850N4476650E;2011;58
3631850N4476750E;2011;29
3631850N4476850E;2011;10-15
3631850N4476950E;2011;25
3631850N4477050E;2011;25
3631850N4477150E;2011;27
3631850N4477250E;2011;31
3631850N4477350E;2011;26
3631850N4477450E;2011;10-15
3631850N4477550E;2011;1-5
3631850N4477650E;2011;36
3631850N4477750E;2011;22
3631850N4477850E;2011;75
3631850N4477950E;2011;80
3631850N4478050E;2011;49
3631850N4478150E;2011;51
3631850N4478550E;2011;1-5
3631850N4478650E;2011;10-15
3631850N4478750E;2011;46
3631850N4478850E;2011;22
3631850N4478950E;2011;30
3631850N4479050E;2011;26
3631850N4479150E;2011;32
3631850N4479850E;2011;15-20
3631850N4479950E;2011;20
3631850N4480050E;2011;32
3631850N4480150E;2011;37
3631850N4480250E;2011;29
3631850N4480350E;2011;15-20
3631850N4480650E;2011;30
3631850N4480750E;2011;15-20
3631850N4480850E;2011;10-15
3631850N4480950E;2011;15-20
3631850N4481050E;2011;24
3631850N4481150E;2011;27
3631850N4481250E;2011;20
3631850N4481350E;2011;34
