GC100m;Year;Total population in cell
3629950N4477050E;2011;28
3629950N4477150E;2011;26
3629950N4477250E;2011;86
3629950N4477350E;2011;60
3629950N4477450E;2011;21
3629950N4477550E;2011;23
3629950N4477650E;2011;62
3629950N4477750E;2011;119
3629950N4477850E;2011;52
3629950N4477950E;2011;57
3629950N4478050E;2011;65
3629950N4478150E;2011;31
3629950N4478250E;2011;15-20
3629950N4478350E;2011;15-20
3629950N4478450E;2011;26
3629950N4478550E;2011;29
3629950N4478650E;2011;30
3629950N4478750E;2011;41
3629950N4478850E;2011;27
3629950N4478950E;2011;35
3629950N4479050E;2011;45
3629950N4479150E;2011;111
3629950N4479250E;2011;92
3629950N4479350E;2011;15-20
3629950N4479450E;2011;30
3629950N4479550E;2011;27
3629950N4479650E;2011;37
3629950N4479750E;2011;10-15
3629950N4480350E;2011;5-10
3629950N4480450E;2011;15-20
3629950N4480550E;2011;93
3629950N4480650E;2011;24
3629950N4480750E;2011;10-15
3629950N4480850E;2011;31
3629950N4480950E;2011;22
3629950N4481050E;2011;22
3629950N4481150E;2011;20
3629950N4481250E;2011;49
3629950N4481350E;2011;21
3629950N4481450E;2011;44
3629950N4481550E;2011;26
3629950N4481650E;2011;86
3629950N4481750E;2011;24
3629950N4481850E;2011;27
3629950N4481950E;2011;39
3629950N4482050E;2011;33
3629950N4482150E;2011;26
3629950N4482250E;2011;32
3629950N4482350E;2011;24
3629950N4482450E;2011;31
3629950N4482550E;2011;21
3629950N4482650E;2011;38
3629950N4482750E;2011;10-15
3630050N4466050E;2011;15-20
3630050N4466150E;2011;65
3630050N4466250E;2011;31
3630050N4466450E;2011;1-5
3630050N4466550E;2011;31
3630050N4466650E;2011;21
3630050N4466750E;2011;20
3630050N4466850E;2011;15-20
3630050N4466950E;2011;31
3630050N4467050E;2011;28
3630050N4467150E;2011;20
3630050N4467250E;2011;44
3630050N4467350E;2011;15-20
3630050N4467450E;2011;56
3630050N4467650E;2011;15-20
3630050N4467750E;2011;84
3630050N4467850E;2011;48
3630050N4467950E;2011;36
3630050N4468050E;2011;35
3630050N4468150E;2011;10-15
3630050N4468750E;2011;1-5
3630050N4468950E;2011;1-5
3630050N4469050E;2011;5-10
3630050N4470050E;2011;5-10
3630050N4470150E;2011;22
3630050N4470250E;2011;15-20
3630050N4470350E;2011;10-15
3630050N4470450E;2011;15-20
3630050N4470550E;2011;10-15
3630050N4470650E;2011;21
3630050N4470750E;2011;15-20
3630050N4470850E;2011;30
3630050N4470950E;2011;22
3630050N4471050E;2011;21
3630050N4471150E;2011;29
3630050N4471250E;2011;28
3630050N4471350E;2011;32
3630050N4471450E;2011;44
3630050N4471550E;2011;64
3630050N4471650E;2011;24
3630050N4471750E;2011;22
3630050N4471850E;2011;56
3630050N4471950E;2011;54
3630050N4472050E;2011;21
3630050N4472150E;2011;10-15
3630050N4472250E;2011;1-5
3630050N4472350E;2011;1-5
3630050N4472450E;2011;5-10
3630050N4472850E;2011;1-5
3630050N4473050E;2011;1-5
3630050N4473150E;2011;1-5
3630050N4474950E;2011;1-5
3630050N4475050E;2011;15-20
3630050N4475150E;2011;27
3630050N4475250E;2011;23
3630050N4475350E;2011;34
3630050N4475450E;2011;24
3630050N4475550E;2011;24
3630050N4475650E;2011;28
3630050N4475750E;2011;28
3630050N4475850E;2011;32
3630050N4475950E;2011;43
3630050N4476050E;2011;23
3630050N4476150E;2011;39
3630050N4476250E;2011;34
3630050N4476350E;2011;85
3630050N4476450E;2011;26
3630050N4476550E;2011;27
3630050N4476650E;2011;15-20
3630050N4476750E;2011;29
3630050N4476850E;2011;21
3630050N4476950E;2011;31
3630050N4477050E;2011;27
3630050N4477150E;2011;34
3630050N4477450E;2011;10-15
3630050N4477550E;2011;32
3630050N4477650E;2011;96
3630050N4477750E;2011;38
3630050N4477850E;2011;34
3630050N4477950E;2011;38
3630050N4478050E;2011;49
3630050N4478150E;2011;38
3630050N4478250E;2011;24
3630050N4478350E;2011;42
3630050N4478450E;2011;23
3630050N4478550E;2011;36
3630050N4478650E;2011;23
3630050N4478750E;2011;28
3630050N4478850E;2011;25
3630050N4478950E;2011;29
3630050N4479050E;2011;63
3630050N4479150E;2011;190
3630050N4479250E;2011;71
3630050N4479350E;2011;27
3630050N4479450E;2011;24
3630050N4479550E;2011;26
3630050N4479650E;2011;15-20
3630050N4479750E;2011;15-20
3630050N4479850E;2011;10-15
3630050N4480350E;2011;41
3630050N4480450E;2011;45
3630050N4480550E;2011;72
3630050N4480650E;2011;39
3630050N4480850E;2011;5-10
3630050N4480950E;2011;33
3630050N4481050E;2011;24
3630050N4481150E;2011;28
3630050N4481250E;2011;10-15
3630050N4481350E;2011;45
3630050N4481450E;2011;35
3630050N4481750E;2011;38
3630050N4481850E;2011;49
3630050N4481950E;2011;32
3630050N4482050E;2011;23
3630050N4482150E;2011;40
3630050N4482250E;2011;5-10
3630050N4482350E;2011;22
3630050N4482450E;2011;44
3630050N4482550E;2011;5-10
3630050N4483350E;2011;5-10
3630150N4464150E;2011;5-10
3630150N4464250E;2011;5-10
3630150N4464350E;2011;1-5
3630150N4466050E;2011;5-10
3630150N4466150E;2011;42
3630150N4466250E;2011;29
3630150N4466550E;2011;15-20
3630150N4466650E;2011;35
3630150N4466750E;2011;39
3630150N4466850E;2011;29
3630150N4466950E;2011;36
3630150N4467050E;2011;26
3630150N4467150E;2011;15-20
3630150N4467250E;2011;35
3630150N4467350E;2011;25
3630150N4467450E;2011;44
3630150N4467550E;2011;10-15
3630150N4467650E;2011;47
3630150N4467750E;2011;145
3630150N4467850E;2011;40
3630150N4467950E;2011;15-20
3630150N4468050E;2011;20
3630150N4468850E;2011;1-5
3630150N4469250E;2011;1-5
3630150N4470250E;2011;1-5
3630150N4470650E;2011;10-15
3630150N4470750E;2011;5-10
3630150N4470850E;2011;27
3630150N4470950E;2011;32
3630150N4471050E;2011;30
3630150N4471150E;2011;15-20
3630150N4471250E;2011;31
3630150N4471350E;2011;33
3630150N4471450E;2011;35
3630150N4471550E;2011;20
3630150N4471650E;2011;36
3630150N4471750E;2011;26
3630150N4471850E;2011;30
3630150N4471950E;2011;32
3630150N4472050E;2011;94
3630150N4472150E;2011;30
3630150N4472950E;2011;1-5
3630150N4473050E;2011;1-5
3630150N4474050E;2011;5-10
3630150N4475150E;2011;5-10
3630150N4475250E;2011;30
3630150N4475350E;2011;25
3630150N4475450E;2011;24
3630150N4475550E;2011;29
3630150N4475650E;2011;43
3630150N4475750E;2011;46
3630150N4475850E;2011;38
3630150N4475950E;2011;33
3630150N4476050E;2011;28
3630150N4476150E;2011;40
3630150N4476250E;2011;33
3630150N4476350E;2011;52
3630150N4476450E;2011;41
3630150N4476550E;2011;30
3630150N4476650E;2011;22
3630150N4476750E;2011;24
3630150N4476850E;2011;10-15
3630150N4476950E;2011;10-15
3630150N4477050E;2011;10-15
3630150N4477150E;2011;27
3630150N4477450E;2011;10-15
3630150N4477550E;2011;23
3630150N4477650E;2011;65
3630150N4477750E;2011;42
3630150N4477850E;2011;1-5
3630150N4477950E;2011;1-5
3630150N4478050E;2011;1-5
3630150N4478150E;2011;34
3630150N4478250E;2011;36
3630150N4478350E;2011;31
3630150N4478450E;2011;10-15
3630150N4478550E;2011;32
3630150N4478650E;2011;23
3630150N4478750E;2011;29
3630150N4478850E;2011;39
3630150N4478950E;2011;1-5
3630150N4479050E;2011;26
3630150N4479150E;2011;104
3630150N4479250E;2011;68
3630150N4479350E;2011;134
3630150N4479450E;2011;45
3630150N4479550E;2011;40
3630150N4479650E;2011;21
3630150N4479750E;2011;43
3630150N4480250E;2011;1-5
3630150N4480350E;2011;21
3630150N4480450E;2011;15-20
3630150N4480550E;2011;45
3630150N4480650E;2011;15-20
3630150N4480750E;2011;5-10
3630150N4480850E;2011;37
3630150N4480950E;2011;15-20
3630150N4481050E;2011;30
3630150N4481150E;2011;21
3630150N4481250E;2011;34
3630150N4481350E;2011;15-20
3630150N4481450E;2011;23
3630150N4481550E;2011;15-20
3630150N4481650E;2011;1-5
3630150N4481750E;2011;15-20
3630150N4481850E;2011;24
3630150N4481950E;2011;38
3630150N4482050E;2011;38
3630150N4482150E;2011;32
3630150N4482250E;2011;45
3630150N4482350E;2011;24
3630150N4482450E;2011;10-15
3630150N4483350E;2011;5-10
3630250N4466050E;2011;15-20
3630250N4466150E;2011;22
3630250N4466250E;2011;15-20
3630250N4466550E;2011;10-15
3630250N4466650E;2011;15-20
3630250N4466750E;2011;10-15
3630250N4466850E;2011;35
3630250N4466950E;2011;25
3630250N4467050E;2011;23
3630250N4467150E;2011;5-10
3630250N4467250E;2011;15-20
3630250N4467350E;2011;15-20
3630250N4467450E;2011;28
3630250N4467550E;2011;36
3630250N4467650E;2011;24
3630250N4467750E;2011;29
3630250N4467850E;2011;34
3630250N4467950E;2011;35
3630250N4468050E;2011;21
3630250N4470850E;2011;15-20
3630250N4470950E;2011;23
3630250N4471050E;2011;25
3630250N4471150E;2011;25
3630250N4471250E;2011;32
3630250N4471350E;2011;27
3630250N4471450E;2011;22
3630250N4471550E;2011;29
3630250N4471650E;2011;32
3630250N4471750E;2011;37
3630250N4471850E;2011;15-20
3630250N4471950E;2011;59
3630250N4472050E;2011;53
3630250N4472750E;2011;5-10
3630250N4472850E;2011;10-15
3630250N4472950E;2011;15-20
3630250N4473050E;2011;23
3630250N4473150E;2011;1-5
3630250N4473250E;2011;10-15
3630250N4473350E;2011;10-15
3630250N4473450E;2011;5-10
3630250N4475250E;2011;1-5
3630250N4475350E;2011;28
3630250N4475450E;2011;20
3630250N4475550E;2011;24
3630250N4475650E;2011;28
3630250N4475750E;2011;30
3630250N4475850E;2011;61
3630250N4475950E;2011;56
3630250N4476050E;2011;39
3630250N4476150E;2011;25
3630250N4476250E;2011;31
3630250N4476350E;2011;49
3630250N4476450E;2011;25
3630250N4476550E;2011;49
3630250N4476650E;2011;20
3630250N4476750E;2011;23
3630250N4476850E;2011;39
3630250N4476950E;2011;37
3630250N4477050E;2011;31
3630250N4477150E;2011;15-20
3630250N4477250E;2011;5-10
3630250N4477350E;2011;39
3630250N4477450E;2011;34
3630250N4477550E;2011;42
3630250N4477650E;2011;51
3630250N4477750E;2011;24
3630250N4478050E;2011;5-10
3630250N4478150E;2011;23
3630250N4478250E;2011;23
3630250N4478350E;2011;22
3630250N4478450E;2011;28
3630250N4478550E;2011;20
3630250N4478650E;2011;15-20
3630250N4478750E;2011;10-15
3630250N4478850E;2011;61
3630250N4478950E;2011;89
3630250N4479050E;2011;51
3630250N4479150E;2011;10-15
3630250N4479250E;2011;102
3630250N4479350E;2011;160
3630250N4479450E;2011;85
3630250N4479550E;2011;5-10
3630250N4479650E;2011;85
3630250N4479750E;2011;34
3630250N4480250E;2011;1-5
3630250N4480350E;2011;26
3630250N4480450E;2011;15-20
3630250N4480550E;2011;10-15
3630250N4480650E;2011;24
3630250N4480750E;2011;15-20
3630250N4480850E;2011;15-20
3630250N4480950E;2011;43
3630250N4481050E;2011;23
3630250N4481150E;2011;15-20
3630250N4481250E;2011;15-20
3630250N4481350E;2011;15-20
3630250N4481450E;2011;15-20
3630250N4481550E;2011;31
3630250N4481650E;2011;38
3630250N4481750E;2011;31
3630250N4481850E;2011;45
3630250N4481950E;2011;36
3630250N4482050E;2011;28
3630250N4482150E;2011;41
3630250N4482250E;2011;30
3630250N4482350E;2011;28
3630250N4482450E;2011;39
3630250N4483650E;2011;15-20
3630350N4466050E;2011;10-15
3630350N4466150E;2011;32
3630350N4466250E;2011;5-10
3630350N4466550E;2011;1-5
3630350N4466650E;2011;32
3630350N4466750E;2011;27
3630350N4466850E;2011;25
3630350N4466950E;2011;27
3630350N4467050E;2011;15-20
3630350N4467150E;2011;5-10
3630350N4467250E;2011;1-5
3630350N4467350E;2011;22
3630350N4467450E;2011;31
3630350N4467550E;2011;24
3630350N4467650E;2011;15-20
3630350N4467750E;2011;5-10
3630350N4467850E;2011;25
3630350N4467950E;2011;27
3630350N4468050E;2011;15-20
3630350N4468150E;2011;15-20
3630350N4468250E;2011;5-10
3630350N4468350E;2011;21
3630350N4470050E;2011;1-5
3630350N4470150E;2011;1-5
3630350N4470850E;2011;1-5
3630350N4470950E;2011;15-20
3630350N4471050E;2011;10-15
3630350N4471150E;2011;15-20
3630350N4471250E;2011;29
3630350N4471350E;2011;23
3630350N4471450E;2011;30
3630350N4471550E;2011;15-20
3630350N4471650E;2011;26
3630350N4471750E;2011;29
3630350N4471850E;2011;5-10
3630350N4472750E;2011;1-5
3630350N4472850E;2011;10-15
3630350N4472950E;2011;15-20
3630350N4473050E;2011;15-20
3630350N4473150E;2011;21
3630350N4473250E;2011;15-20
3630350N4473350E;2011;15-20
3630350N4473450E;2011;15-20
3630350N4473550E;2011;1-5
3630350N4475350E;2011;39
3630350N4475450E;2011;35
3630350N4475550E;2011;29
3630350N4475650E;2011;33
3630350N4475750E;2011;33
3630350N4475850E;2011;41
3630350N4475950E;2011;55
3630350N4476250E;2011;39
3630350N4476350E;2011;52
3630350N4476450E;2011;75
3630350N4476550E;2011;42
3630350N4476650E;2011;15-20
3630350N4476750E;2011;42
3630350N4476850E;2011;24
3630350N4476950E;2011;32
3630350N4477050E;2011;23
3630350N4477150E;2011;24
3630350N4477250E;2011;15-20
3630350N4477350E;2011;33
3630350N4477450E;2011;38
3630350N4477550E;2011;21
3630350N4477650E;2011;67
3630350N4477750E;2011;49
3630350N4478550E;2011;5-10
3630350N4478750E;2011;29
3630350N4478850E;2011;136
3630350N4478950E;2011;127
3630350N4479050E;2011;31
3630350N4479150E;2011;99
3630350N4479250E;2011;49
3630350N4479350E;2011;48
3630350N4479450E;2011;10-15
3630350N4479550E;2011;100
3630350N4479650E;2011;45
3630350N4479750E;2011;5-10
3630350N4480250E;2011;24
3630350N4480350E;2011;32
3630350N4480450E;2011;36
3630350N4480550E;2011;29
3630350N4480650E;2011;36
3630350N4480750E;2011;34
3630350N4480850E;2011;15-20
3630350N4480950E;2011;10-15
3630350N4481050E;2011;45
3630350N4481150E;2011;15-20
3630350N4481250E;2011;15-20
3630350N4481350E;2011;32
3630350N4481450E;2011;24
3630350N4481550E;2011;25
3630350N4481650E;2011;34
3630350N4481750E;2011;42
3630350N4481850E;2011;29
3630350N4481950E;2011;27
3630350N4482050E;2011;39
3630350N4482150E;2011;41
3630350N4482250E;2011;35
3630350N4482350E;2011;39
3630350N4482450E;2011;78
3630350N4482550E;2011;15-20
3630350N4483750E;2011;10-15
3630450N4466150E;2011;1-5
3630450N4466650E;2011;10-15
3630450N4466750E;2011;26
3630450N4466850E;2011;26
3630450N4466950E;2011;10-15
3630450N4467050E;2011;21
3630450N4467150E;2011;33
3630450N4467250E;2011;10-15
3630450N4467450E;2011;27
3630450N4467550E;2011;27
3630450N4467650E;2011;1-5
3630450N4467850E;2011;1-5
3630450N4467950E;2011;1-5
3630450N4471050E;2011;15-20
3630450N4471150E;2011;5-10
3630450N4471250E;2011;15-20
3630450N4471350E;2011;35
3630450N4471450E;2011;55
3630450N4471550E;2011;22
3630450N4471650E;2011;28
3630450N4471750E;2011;27
3630450N4471850E;2011;26
3630450N4472750E;2011;1-5
3630450N4472850E;2011;5-10
3630450N4472950E;2011;22
3630450N4473050E;2011;15-20
3630450N4473150E;2011;30
3630450N4473250E;2011;31
3630450N4473350E;2011;24
3630450N4473450E;2011;15-20
3630450N4473550E;2011;20
3630450N4473650E;2011;5-10
3630450N4474150E;2011;1-5
3630450N4475350E;2011;22
3630450N4475450E;2011;54
3630450N4475550E;2011;30
3630450N4475650E;2011;20
3630450N4475750E;2011;35
3630450N4475850E;2011;10-15
3630450N4475950E;2011;59
3630450N4476050E;2011;56
3630450N4476150E;2011;62
3630450N4476250E;2011;32
3630450N4476350E;2011;60
3630450N4476450E;2011;37
3630450N4476550E;2011;26
3630450N4476650E;2011;25
3630450N4476750E;2011;32
3630450N4476850E;2011;33
3630450N4476950E;2011;15-20
3630450N4477050E;2011;38
3630450N4477150E;2011;44
3630450N4477250E;2011;40
3630450N4477350E;2011;27
3630450N4477450E;2011;10-15
3630450N4477550E;2011;10-15
3630450N4477650E;2011;43
3630450N4477750E;2011;58
3630450N4477850E;2011;5-10
3630450N4477950E;2011;15-20
3630450N4478550E;2011;5-10
3630450N4478750E;2011;1-5
3630450N4478850E;2011;100
3630450N4478950E;2011;53
3630450N4479050E;2011;48
3630450N4479150E;2011;72
3630450N4479250E;2011;31
3630450N4479450E;2011;10-15
3630450N4479550E;2011;15-20
3630450N4479650E;2011;15-20
3630450N4480150E;2011;5-10
3630450N4480250E;2011;10-15
3630450N4480350E;2011;30
3630450N4480450E;2011;33
3630450N4480550E;2011;31
3630450N4480650E;2011;10-15
3630450N4480750E;2011;5-10
3630450N4480850E;2011;10-15
3630450N4480950E;2011;10-15
3630450N4481050E;2011;22
3630450N4481150E;2011;24
3630450N4481250E;2011;15-20
3630450N4481350E;2011;31
3630450N4481450E;2011;25
3630450N4481550E;2011;31
3630450N4481650E;2011;15-20
3630450N4481750E;2011;20
3630450N4481850E;2011;41
3630450N4481950E;2011;38
3630450N4482050E;2011;47
3630450N4482150E;2011;25
3630450N4482250E;2011;26
3630450N4482350E;2011;148
3630450N4482450E;2011;252
3630450N4482550E;2011;170
3630450N4482750E;2011;1-5
3630450N4483650E;2011;15-20
3630450N4483750E;2011;15-20
3630450N4483850E;2011;10-15
3630550N4466750E;2011;34
3630550N4466850E;2011;21
3630550N4466950E;2011;29
3630550N4467050E;2011;15-20
3630550N4467150E;2011;5-10
3630550N4467450E;2011;1-5
3630550N4470950E;2011;5-10
3630550N4471050E;2011;10-15
3630550N4471150E;2011;26
3630550N4471350E;2011;36
3630550N4471450E;2011;49
3630550N4471550E;2011;22
3630550N4471650E;2011;15-20
3630550N4471750E;2011;15-20
3630550N4472750E;2011;5-10
3630550N4472850E;2011;5-10
3630550N4472950E;2011;28
3630550N4473050E;2011;15-20
3630550N4473150E;2011;27
3630550N4473250E;2011;10-15
3630550N4473350E;2011;26
3630550N4473450E;2011;10-15
3630550N4473550E;2011;22
3630550N4473650E;2011;10-15
3630550N4474150E;2011;10-15
3630550N4474750E;2011;1-5
3630550N4475350E;2011;41
3630550N4475450E;2011;36
3630550N4475550E;2011;15-20
3630550N4475650E;2011;29
3630550N4475750E;2011;15-20
3630550N4475850E;2011;59
3630550N4475950E;2011;63
3630550N4476050E;2011;58
3630550N4476150E;2011;63
3630550N4476250E;2011;36
3630550N4476350E;2011;53
3630550N4476450E;2011;5-10
3630550N4476550E;2011;67
3630550N4476650E;2011;33
3630550N4476750E;2011;26
3630550N4476850E;2011;40
3630550N4476950E;2011;10-15
3630550N4477050E;2011;51
3630550N4477150E;2011;89
3630550N4477250E;2011;29
3630550N4477350E;2011;30
3630550N4477450E;2011;21
3630550N4477550E;2011;62
3630550N4477850E;2011;10-15
3630550N4477950E;2011;43
3630550N4478850E;2011;1-5
3630550N4479050E;2011;59
3630550N4479150E;2011;49
3630550N4479450E;2011;20
3630550N4479550E;2011;15-20
3630550N4479650E;2011;1-5
3630550N4479950E;2011;28
3630550N4480050E;2011;15-20
3630550N4480150E;2011;21
3630550N4480250E;2011;34
3630550N4480350E;2011;26
3630550N4480450E;2011;26
3630550N4480550E;2011;48
3630550N4480650E;2011;1-5
3630550N4480750E;2011;24
3630550N4480850E;2011;15-20
3630550N4480950E;2011;21
3630550N4481050E;2011;15-20
3630550N4481150E;2011;1-5
3630550N4481450E;2011;5-10
3630550N4481550E;2011;15-20
3630550N4481650E;2011;15-20
3630550N4481750E;2011;32
3630550N4481850E;2011;22
3630550N4481950E;2011;26
3630550N4482050E;2011;40
3630550N4482150E;2011;32
3630550N4482250E;2011;41
3630550N4482350E;2011;188
3630550N4482450E;2011;181
3630550N4482550E;2011;133
3630550N4483650E;2011;5-10
3630550N4483750E;2011;36
3630550N4483850E;2011;21
3630650N4465250E;2011;1-5
3630650N4466750E;2011;10-15
3630650N4466850E;2011;15-20
3630650N4466950E;2011;15-20
3630650N4471050E;2011;22
3630650N4471150E;2011;15-20
3630650N4471250E;2011;30
3630650N4471350E;2011;28
3630650N4471450E;2011;81
3630650N4471550E;2011;29
3630650N4472850E;2011;10-15
3630650N4472950E;2011;10-15
3630650N4473050E;2011;5-10
3630650N4473150E;2011;15-20
3630650N4473250E;2011;37
3630650N4473350E;2011;10-15
3630650N4473450E;2011;10-15
3630650N4473550E;2011;20
3630650N4473650E;2011;20
3630650N4473850E;2011;81
3630650N4473950E;2011;51
3630650N4474050E;2011;33
3630650N4474650E;2011;5-10
3630650N4475350E;2011;82
3630650N4475450E;2011;22
3630650N4475550E;2011;5-10
3630650N4475650E;2011;50
3630650N4475750E;2011;69
3630650N4475850E;2011;27
3630650N4475950E;2011;52
3630650N4476050E;2011;31
3630650N4476150E;2011;38
3630650N4476250E;2011;59
3630650N4476350E;2011;24
3630650N4476550E;2011;15-20
3630650N4476650E;2011;26
3630650N4476750E;2011;15-20
3630650N4476850E;2011;47
3630650N4476950E;2011;50
3630650N4477050E;2011;30
3630650N4477150E;2011;41
3630650N4477250E;2011;82
3630650N4477350E;2011;23
3630650N4477450E;2011;26
3630650N4477550E;2011;71
3630650N4477650E;2011;101
3630650N4477750E;2011;29
3630650N4477850E;2011;15-20
3630650N4477950E;2011;29
3630650N4478950E;2011;42
3630650N4479450E;2011;5-10
3630650N4479550E;2011;5-10
3630650N4480050E;2011;46
3630650N4480150E;2011;45
3630650N4480250E;2011;37
3630650N4480350E;2011;40
3630650N4480450E;2011;21
3630650N4480550E;2011;5-10
3630650N4480650E;2011;33
3630650N4480750E;2011;20
3630650N4480850E;2011;5-10
3630650N4480950E;2011;10-15
3630650N4481650E;2011;1-5
3630650N4481750E;2011;37
3630650N4481850E;2011;60
3630650N4481950E;2011;56
3630650N4482050E;2011;106
3630650N4482150E;2011;37
3630650N4482250E;2011;82
3630650N4482350E;2011;105
3630650N4482450E;2011;15-20
3630650N4482650E;2011;60
3630650N4483250E;2011;5-10
3630650N4483350E;2011;25
3630650N4483750E;2011;10-15
3630650N4483850E;2011;26
3630750N4465450E;2011;5-10
3630750N4471050E;2011;10-15
3630750N4471150E;2011;24
3630750N4471250E;2011;36
3630750N4471350E;2011;36
3630750N4471450E;2011;63
3630750N4471550E;2011;1-5
3630750N4472850E;2011;15-20
3630750N4472950E;2011;22
3630750N4473050E;2011;15-20
3630750N4473150E;2011;10-15
3630750N4473250E;2011;5-10
3630750N4473350E;2011;15-20
3630750N4473450E;2011;21
3630750N4473550E;2011;10-15
3630750N4473650E;2011;25
3630750N4473850E;2011;101
3630750N4473950E;2011;211
3630750N4474050E;2011;274
3630750N4474150E;2011;140
3630750N4474250E;2011;356
3630750N4474550E;2011;1-5
3630750N4474650E;2011;1-5
3630750N4474950E;2011;1-5
3630750N4475050E;2011;1-5
3630750N4475250E;2011;5-10
3630750N4475350E;2011;45
3630750N4475450E;2011;50
3630750N4475550E;2011;21
3630750N4475650E;2011;41
3630750N4475750E;2011;32
3630750N4475850E;2011;49
3630750N4475950E;2011;36
3630750N4476050E;2011;47
3630750N4476150E;2011;43
3630750N4476250E;2011;15-20
3630750N4476450E;2011;5-10
3630750N4476550E;2011;10-15
3630750N4476650E;2011;22
3630750N4476750E;2011;15-20
3630750N4476850E;2011;72
3630750N4476950E;2011;33
3630750N4477050E;2011;26
3630750N4477150E;2011;38
3630750N4477250E;2011;39
3630750N4477350E;2011;35
3630750N4477450E;2011;31
3630750N4477550E;2011;58
3630750N4477650E;2011;66
3630750N4477750E;2011;73
3630750N4477850E;2011;79
3630750N4477950E;2011;5-10
3630750N4478050E;2011;5-10
3630750N4479250E;2011;5-10
3630750N4479350E;2011;67
3630750N4480150E;2011;41
3630750N4480250E;2011;20
3630750N4480350E;2011;5-10
3630750N4480450E;2011;10-15
3630750N4480550E;2011;44
3630750N4480650E;2011;27
3630750N4480750E;2011;23
3630750N4480950E;2011;1-5
3630750N4481750E;2011;46
3630750N4481850E;2011;48
3630750N4481950E;2011;24
3630750N4482050E;2011;29
3630750N4482150E;2011;80
3630750N4482250E;2011;67
3630750N4482350E;2011;85
3630750N4482450E;2011;103
3630750N4482550E;2011;60
3630750N4482650E;2011;79
3630750N4482750E;2011;28
3630750N4483050E;2011;15-20
3630750N4483150E;2011;34
3630750N4483250E;2011;29
3630750N4483350E;2011;5-10
3630750N4483750E;2011;5-10
3630750N4483850E;2011;26
3630750N4483950E;2011;15-20
3630850N4471250E;2011;1-5
3630850N4471450E;2011;1-5
3630850N4472850E;2011;15-20
3630850N4472950E;2011;10-15
3630850N4473050E;2011;15-20
3630850N4473150E;2011;15-20
3630850N4473250E;2011;10-15
3630850N4473350E;2011;23
3630850N4473450E;2011;10-15
3630850N4473550E;2011;5-10
3630850N4473650E;2011;10-15
3630850N4474150E;2011;88
3630850N4474250E;2011;343
3630850N4474750E;2011;5-10
3630850N4474950E;2011;5-10
3630850N4475050E;2011;5-10
3630850N4475250E;2011;31
3630850N4475350E;2011;23
3630850N4475450E;2011;80
3630850N4475550E;2011;45
3630850N4475650E;2011;20
3630850N4475750E;2011;99
3630850N4475850E;2011;32
3630850N4475950E;2011;39
3630850N4476050E;2011;40
3630850N4476150E;2011;33
3630850N4476250E;2011;10-15
3630850N4476450E;2011;25
3630850N4476550E;2011;44
3630850N4476650E;2011;80
3630850N4476750E;2011;48
3630850N4476850E;2011;50
3630850N4476950E;2011;48
3630850N4477050E;2011;39
3630850N4477150E;2011;56
3630850N4477250E;2011;44
3630850N4477350E;2011;15-20
3630850N4477450E;2011;43
3630850N4477550E;2011;42
3630850N4477650E;2011;67
3630850N4477750E;2011;45
3630850N4477850E;2011;51
3630850N4477950E;2011;60
3630850N4478050E;2011;34
3630850N4478450E;2011;1-5
3630850N4479250E;2011;33
3630850N4479350E;2011;55
3630850N4480150E;2011;34
3630850N4480350E;2011;20
3630850N4480450E;2011;15-20
3630850N4480550E;2011;15-20
3630850N4480650E;2011;27
3630850N4480750E;2011;27
3630850N4481650E;2011;1-5
3630850N4481750E;2011;27
3630850N4481850E;2011;26
3630850N4481950E;2011;32
3630850N4482050E;2011;26
3630850N4482150E;2011;95
3630850N4482250E;2011;79
3630850N4482350E;2011;62
3630850N4482450E;2011;199
3630850N4482550E;2011;52
3630850N4482650E;2011;54
3630850N4482750E;2011;27
3630850N4482850E;2011;15-20
3630850N4482950E;2011;29
3630850N4483050E;2011;36
3630850N4483150E;2011;25
3630850N4483250E;2011;30
3630850N4483350E;2011;10-15
3630850N4483550E;2011;15-20
3630850N4483650E;2011;26
3630850N4483750E;2011;33
3630850N4483850E;2011;23
3630850N4483950E;2011;26
3630850N4484050E;2011;1-5
3630950N4472850E;2011;15-20
3630950N4472950E;2011;10-15
3630950N4473050E;2011;20
3630950N4473150E;2011;10-15
3630950N4473250E;2011;15-20
3630950N4473350E;2011;25
3630950N4473450E;2011;15-20
3630950N4473550E;2011;25
3630950N4473650E;2011;10-15
3630950N4474150E;2011;451
3630950N4474750E;2011;1-5
3630950N4474850E;2011;5-10
3630950N4475050E;2011;22
3630950N4475150E;2011;26
3630950N4475250E;2011;85
3630950N4475350E;2011;85
3630950N4475450E;2011;59
3630950N4475650E;2011;29
3630950N4475750E;2011;97
3630950N4475850E;2011;56
3630950N4475950E;2011;46
3630950N4476050E;2011;21
3630950N4476150E;2011;37
3630950N4476250E;2011;38
3630950N4476350E;2011;45
3630950N4476450E;2011;80
3630950N4476550E;2011;74
3630950N4476650E;2011;72
3630950N4476750E;2011;67
3630950N4476850E;2011;68
3630950N4476950E;2011;63
3630950N4477050E;2011;23
3630950N4477150E;2011;40
3630950N4477250E;2011;89
3630950N4477350E;2011;44
3630950N4477450E;2011;40
3630950N4477550E;2011;49
3630950N4477650E;2011;65
